Alpha A30P_day_1_1, Alpha A30P_day_1_2, Alpha A30P_day_10_1, Alpha A30P_day_10_2, Alpha A53T_day_1_1, Alpha A53T_day_1_2, Alpha A53T_day_10_1, Alpha A53T_day_10_2, Alpha A53T_day_30_1, Alpha A53T_day_30_2, Alpha _day_1_1, Alpha _day_1_2, Alpha _day_10_1, Alpha _day_10_2, Alpha _day_30_1, Alpha _day_30_2,Gene names
0.62803,0.78274,0.40614,1.2153,0.54432,NaN,1.0172,1.2492,NaN,4.8057,1.1236,0.88804,0.45252,0.83084,0.75163,0.89874,CalpB
4.6492,4.5853,4.873,5.39,4.3641,3.6453,4.5724,4.4534,NaN,6.0658,5.5738,6.4053,5.5595,6.1522,7.4475,5.2279,
0.54529,0.41599,2.1346,2.7119,0.44638,0.51864,2.3837,3.7807,NaN,7.3337,0.416,0.63564,2.59,2.6401,3.7884,8.0395,Hsp67Bc
NaN,14.934,2.8902,4.8728,NaN,NaN,4.9698,6.1942,NaN,7.5233,6.01,6.4767,2.1012,1.752,3.1287,3.4376,Obp83b
3.7298,6.9638,1.2064,4.054,3.7468,NaN,3.2691,1.7897,NaN,8.7083,4.924,4.8478,1.1139,0.92739,3.4652,1.3117,
3.8925,4.134,5.5782,6.069,3.7128,3.0281,5.7306,5.892,NaN,9.4959,5.1305,4.4318,5.8466,4.9736,6.0877,6.5833,CG12896-RA
4.4283,4.4443,9.3292,6.8754,11.444,4.6611,3.3288,5.1488,NaN,20.466,3.7388,4.0189,5.885,4.6808,NaN,3.3512,
0.19775,0.32929,NaN,NaN,4.4365,NaN,NaN,NaN,NaN,0.080067,NaN,NaN,NaN,NaN,NaN,NaN,MESR6
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.18303,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,0.26996,0.96758,0.17047,0.24429,NaN,NaN,0.19817,NaN,NaN,NaN,0.31548,0.77906,NaN,skpB
NaN,NaN,0.11104,0.31623,NaN,NaN,NaN,NaN,NaN,0.23715,NaN,NaN,NaN,NaN,NaN,NaN,Cp36
NaN,NaN,NaN,1.2356,NaN,NaN,NaN,NaN,NaN,0.24137,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46004,0.2619,NaN,NaN,NaN,NaN,NaN,NaN,Spn88Eb
0.28347,0.34213,NaN,NaN,0.60358,NaN,NaN,0.60435,0.22452,0.26273,0.47409,NaN,0.27365,NaN,NaN,NaN,smid
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.27207,0.26858,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,1.0418,0.89159,1.0804,1.047,0.28031,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,0.45203,0.57235,NaN,NaN,NaN,NaN,0.28396,NaN,NaN,NaN,NaN,NaN,NaN,CG13759-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.28493,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,0.22977,NaN,NaN,0.18487,NaN,NaN,NaN,0.12116,0.29379,NaN,NaN,0.78429,NaN,NaN,NaN,
NaN,0.39776,0.2334,NaN,0.44974,NaN,NaN,NaN,0.37219,0.30331,NaN,NaN,NaN,NaN,NaN,NaN,Nc73EF
0.26031,0.33923,NaN,0.60878,NaN,0.41915,NaN,NaN,0.49735,0.31158,0.94174,NaN,0.40002,0.51465,NaN,NaN,Nup93-1
0.43844,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.31849,NaN,NaN,NaN,NaN,NaN,NaN,CG31534-RB
0.69581,0.33618,NaN,0.45514,0.29237,NaN,NaN,NaN,NaN,0.32676,0.31141,0.13502,NaN,NaN,NaN,NaN,CG17544-RA
0.63487,NaN,0.7466,0.52182,0.27356,NaN,0.9039,0.70742,0.36939,0.33931,NaN,NaN,NaN,0.69914,NaN,NaN,Cyp6a17
0.35085,0.25732,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.35075,NaN,NaN,NaN,NaN,NaN,NaN,sec8
0.27756,NaN,0.52488,NaN,NaN,0.33266,0.70077,NaN,0.29394,0.35502,NaN,0.39989,0.58361,0.97527,NaN,NaN,GluClalpha
1.1858,NaN,NaN,0.70683,0.24898,NaN,0.86775,NaN,NaN,0.37034,0.94243,NaN,NaN,NaN,0.28421,NaN,Ppat-Dpck
NaN,0.41063,0.77909,0.45169,0.43031,0.64089,0.46561,0.42786,0.97265,0.37869,0.47076,0.51237,0.45318,0.67481,NaN,NaN,CG1598
NaN,NaN,NaN,NaN,0.24155,NaN,NaN,NaN,NaN,0.37962,NaN,NaN,NaN,NaN,NaN,NaN,Pak3
NaN,NaN,0.49742,0.25389,0.20123,0.6903,0.51815,0.45084,0.32462,0.39362,NaN,NaN,0.4672,0.45086,NaN,NaN,ABCB7
NaN,NaN,NaN,NaN,0.32506,NaN,NaN,NaN,NaN,0.39632,0.21304,NaN,NaN,0.59629,NaN,NaN,O-fut1
0.63074,NaN,0.39252,0.34834,0.22505,0.18508,NaN,NaN,NaN,0.40224,0.29481,NaN,NaN,NaN,NaN,NaN,sec24
0.49872,0.2816,0.33966,0.35687,0.63922,NaN,0.67275,0.44919,NaN,0.40403,0.52345,0.77746,NaN,0.76625,NaN,NaN,CanA-14F
0.37616,0.36429,0.60535,0.43361,NaN,NaN,0.38747,NaN,0.43641,0.42351,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44703,NaN,NaN,NaN,NaN,NaN,NaN,zetaCOP
0.54513,0.60989,0.39071,NaN,0.5267,NaN,0.76098,0.52214,0.51544,0.45865,NaN,NaN,0.6533,0.71027,NaN,NaN,Cg25C
NaN,0.84864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.46893,NaN,NaN,NaN,NaN,NaN,NaN,CG30185;Gr59f
0.4966,0.30494,0.58699,0.55687,0.51276,NaN,0.33859,0.39051,NaN,0.47731,0.39801,0.44049,0.65873,0.75279,NaN,NaN,RanGap
NaN,NaN,NaN,NaN,NaN,NaN,0.49949,NaN,NaN,0.4858,NaN,NaN,NaN,NaN,NaN,NaN,Ac76E
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.65819,0.50869,NaN,NaN,NaN,NaN,NaN,NaN,TotM
NaN,NaN,NaN,NaN,0.38988,NaN,NaN,NaN,0.53387,0.50965,NaN,NaN,0.44929,0.47241,NaN,NaN,CG11583
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51042,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.514,NaN,NaN,NaN,NaN,NaN,NaN,Pi4KIIalpha
0.21238,0.21692,2.8238,NaN,0.23941,0.26105,NaN,0.98461,1.3195,0.52561,0.20039,0.28109,1.0353,0.47497,NaN,NaN,uif
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.53295,NaN,NaN,NaN,NaN,NaN,NaN,CG6136
0.384,0.38609,0.60097,0.41737,0.46567,0.27953,NaN,0.4188,0.86759,0.53557,0.40932,0.36004,0.67621,1.1637,NaN,NaN,CG4538-RA
0.85668,0.82646,0.65938,0.56151,NaN,NaN,NaN,0.71905,0.50253,0.53886,NaN,NaN,0.46846,0.61092,NaN,NaN,CG42486-RA
NaN,NaN,0.81406,NaN,NaN,NaN,0.72264,1.3111,NaN,0.54785,NaN,NaN,0.5489,NaN,0.57382,NaN,Jheh3
0.39504,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.55531,NaN,NaN,NaN,NaN,NaN,NaN,GS
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.56333,NaN,NaN,0.71991,0.73266,NaN,NaN,
0.22813,0.44626,NaN,NaN,0.64538,NaN,0.7671,0.88807,0.3815,0.61759,NaN,0.48462,NaN,NaN,NaN,NaN,RhoGAP100F
NaN,0.89396,0.71562,0.77352,NaN,1.3726,NaN,NaN,0.57156,0.6272,NaN,NaN,NaN,0.60996,NaN,NaN,HtrA2
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.63092,NaN,NaN,NaN,NaN,NaN,NaN,
0.42149,0.34462,0.83499,1.0714,1.0163,NaN,NaN,NaN,0.89141,0.63469,1.2048,0.52913,1.2105,NaN,NaN,NaN,CG15187
NaN,NaN,0.64886,0.604,NaN,NaN,NaN,NaN,NaN,0.69973,0.52235,0.45815,NaN,NaN,NaN,NaN,
NaN,NaN,0.59932,NaN,NaN,NaN,0.58993,0.63673,NaN,0.74767,NaN,NaN,1.3362,1.0377,NaN,NaN,CG15617-RA
0.48782,NaN,NaN,NaN,0.56103,NaN,NaN,NaN,NaN,0.76882,NaN,NaN,NaN,NaN,NaN,NaN,Moca-cyp
NaN,1.5595,NaN,NaN,0.76826,NaN,NaN,1.1816,NaN,0.77522,NaN,NaN,NaN,NaN,NaN,NaN,Patronin;ssp4
NaN,NaN,NaN,NaN,NaN,NaN,0.83456,NaN,0.35542,0.78027,NaN,NaN,NaN,NaN,NaN,NaN,CG17837
0.40696,0.52714,0.74996,0.86495,0.63519,0.41916,0.98709,0.79827,0.66104,0.80731,NaN,NaN,0.75006,NaN,NaN,NaN,Ras64B
0.49161,0.72732,0.76346,NaN,NaN,0.53938,0.8309,NaN,NaN,0.83053,NaN,0.50956,NaN,1.0095,0.57807,NaN,AP-1mu
0.80974,0.63071,NaN,1.1284,NaN,NaN,1.7182,1.1309,NaN,0.85696,0.67783,2.1176,1.008,0.81984,0.7795,NaN,
NaN,0.95197,0.93901,NaN,NaN,NaN,NaN,NaN,NaN,0.88532,NaN,NaN,NaN,NaN,NaN,NaN,
0.99836,1.1043,1.03,NaN,NaN,1.0855,1.0304,1.1547,0.68318,0.89725,1.4298,NaN,0.97662,NaN,NaN,NaN,
NaN,NaN,NaN,0.69065,NaN,1.5865,0.71027,NaN,0.56071,0.90439,NaN,NaN,0.92836,NaN,NaN,NaN,
0.51586,0.4968,0.63164,NaN,NaN,NaN,NaN,0.76544,0.88367,0.9134,NaN,NaN,0.48636,0.5003,NaN,NaN,l(2)35Bg
0.71423,NaN,1.0085,NaN,0.86109,NaN,0.80874,NaN,0.82383,0.93449,0.65982,NaN,NaN,0.84122,NaN,NaN,usnp
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.93832,NaN,NaN,NaN,NaN,NaN,NaN,aru
0.36166,NaN,NaN,NaN,0.57295,NaN,0.66981,NaN,NaN,0.93909,0.67434,0.37487,NaN,NaN,NaN,NaN,Dcp1
NaN,NaN,NaN,NaN,0.95911,NaN,NaN,NaN,NaN,0.94713,1.0837,NaN,NaN,NaN,NaN,NaN,TwdlBeta
0.75758,0.97361,NaN,0.93975,0.99038,0.63304,NaN,1.1416,2.0118,0.97417,1.3673,0.81962,NaN,1.2779,NaN,NaN,RIC-3
0.38129,0.28341,0.49014,0.40253,0.69093,1.1762,NaN,0.57577,NaN,0.98091,NaN,1.0286,NaN,NaN,NaN,NaN,sgl
NaN,13.681,NaN,NaN,NaN,NaN,NaN,NaN,0.79545,0.99313,NaN,NaN,NaN,NaN,NaN,NaN,
0.7537,0.71893,NaN,NaN,0.68917,NaN,NaN,1.0919,1.0965,1.0807,0.6148,NaN,NaN,NaN,NaN,NaN,Srp14
NaN,0.48701,0.69464,NaN,0.36908,0.99721,7.071,0.64589,NaN,1.0901,0.35831,0.3694,NaN,0.676,NaN,NaN,Rox8
NaN,0.53356,NaN,NaN,NaN,NaN,1.9416,0.84824,NaN,1.1255,0.56962,0.29177,NaN,NaN,NaN,NaN,
0.34541,0.069384,NaN,NaN,0.44686,NaN,NaN,NaN,NaN,1.1594,NaN,1.2644,NaN,NaN,NaN,NaN,slik
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2257,NaN,0.67866,NaN,NaN,NaN,NaN,Gos28
0.71859,NaN,1.0891,NaN,0.67614,NaN,NaN,NaN,NaN,1.2392,NaN,NaN,NaN,NaN,NaN,NaN,PPP4R2r
1.0197,0.84353,NaN,1.0139,NaN,NaN,NaN,1.1407,NaN,1.2483,0.68859,0.74813,NaN,0.90746,0.98282,NaN,dally
0.88157,1.0353,1.1319,1.4567,1.0861,0.67395,1.4318,NaN,NaN,1.2643,0.7933,0.85215,1.4052,1.5822,1.1734,NaN,CG33506-RA
NaN,NaN,0.68676,NaN,NaN,NaN,NaN,NaN,NaN,1.2751,NaN,NaN,NaN,NaN,NaN,NaN,nero
NaN,1.0549,1.6117,NaN,NaN,NaN,NaN,NaN,NaN,1.2819,NaN,0.8347,NaN,1.3981,1.2911,NaN,nrm
NaN,0.66984,1.2234,NaN,1.6089,NaN,NaN,NaN,NaN,1.3612,NaN,NaN,1.2436,1.3008,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.4364,NaN,NaN,NaN,NaN,NaN,NaN,Ccp84Ag
0.32508,0.51104,NaN,0.71818,0.72103,0.66759,0.97321,NaN,NaN,1.4504,0.30682,0.3319,1.1959,1.1675,1.3371,NaN,mRpL46
0.85185,1.5895,1.4849,1.472,0.96667,0.63259,NaN,0.92797,NaN,1.5597,1.0302,0.85927,1.1272,NaN,1.0158,NaN,
NaN,0.75197,NaN,NaN,0.75072,NaN,1.4274,NaN,NaN,1.5649,0.72128,0.80103,NaN,NaN,NaN,NaN,mRpL50
0.62425,0.78098,NaN,NaN,0.73958,NaN,NaN,1.3096,NaN,1.5688,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.5788,NaN,NaN,NaN,NaN,NaN,NaN,Obp57a
NaN,NaN,NaN,NaN,1.0498,NaN,1.2091,NaN,NaN,1.6012,NaN,NaN,NaN,1.0505,NaN,NaN,mrj
1.5537,1.583,1.3901,1.3313,1.8112,NaN,1.3384,1.3662,1.7387,1.6036,1.6294,1.4691,NaN,NaN,NaN,NaN,CG5532
0.66408,0.6491,0.9736,0.79368,0.79771,NaN,1.3133,1.1998,NaN,1.6924,0.69494,0.642,NaN,1.1039,1.2509,NaN,
NaN,1.4216,1.4146,NaN,1.5408,NaN,NaN,NaN,NaN,1.7038,1.5502,1.6584,1.8422,NaN,1.3722,NaN,
0.82409,0.9339,NaN,NaN,NaN,NaN,NaN,1.1741,1.5831,1.7374,NaN,0.90078,1.0148,1.0298,NaN,NaN,
NaN,NaN,1.937,NaN,1.2142,NaN,2.0988,1.999,NaN,1.745,0.9769,1.1886,1.6831,1.4499,1.7907,NaN,atilla
NaN,NaN,NaN,NaN,NaN,NaN,1.9304,1.6807,NaN,1.807,NaN,2.3172,NaN,NaN,1.8351,NaN,beat-VII
1.1477,1.0027,NaN,NaN,0.79937,0.69042,1.1547,NaN,0.9668,1.8217,0.9154,0.86874,1.6492,0.90747,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,2.656,NaN,NaN,NaN,1.8308,2.5036,NaN,NaN,NaN,NaN,NaN,l(3)neo43
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8818,NaN,NaN,NaN,NaN,NaN,NaN,
0.60314,3.4265,0.64802,0.65051,0.58098,1.8865,NaN,1.5475,NaN,1.8902,2.0299,3.2468,1.3234,0.72733,NaN,NaN,RpII215
NaN,NaN,1.9159,NaN,NaN,NaN,NaN,1.0617,NaN,1.9211,NaN,NaN,1.8542,1.6902,NaN,NaN,CG42487-RA
NaN,0.88578,0.57853,0.70018,0.56094,1.7521,0.97074,1.1398,NaN,1.945,0.84053,1.4893,0.62292,0.79915,2.525,NaN,RpS29
NaN,0.86666,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9584,NaN,NaN,NaN,NaN,NaN,NaN,Rsf1
0.51578,0.88736,NaN,1.6497,0.53785,0.57639,NaN,NaN,NaN,2.0159,0.65885,0.57778,2.1099,1.3557,NaN,NaN,Ect3
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0463,NaN,NaN,NaN,NaN,NaN,NaN,
0.94151,1.0042,1.5412,1.7723,0.99699,1.4033,NaN,NaN,2.2024,2.2418,1.2156,1.0546,1.9341,1.8484,NaN,NaN,
0.71093,0.90355,NaN,2.0348,1.3146,0.77512,1.5937,NaN,1.6783,2.3223,0.79463,0.80329,NaN,NaN,NaN,NaN,RnpS1
1.1755,1.0397,NaN,2.0737,0.48997,0.41286,1.9637,2.1806,NaN,2.4426,0.67973,0.91861,1.9411,1.957,NaN,NaN,mRpL28
1.1822,0.64099,2.5187,NaN,0.9109,0.80205,NaN,2.1133,NaN,2.61,NaN,1.0732,1.8389,2.2393,NaN,NaN,CG10635
NaN,NaN,0.40391,NaN,NaN,1.7362,0.41748,NaN,1.5115,3.3986,NaN,NaN,NaN,0.3736,NaN,NaN,Sh
NaN,NaN,0.30321,NaN,NaN,NaN,NaN,0.33402,NaN,3.6153,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,1.1368,NaN,NaN,NaN,NaN,0.85738,0.78102,NaN,4.8996,NaN,1.0661,NaN,NaN,NaN,NaN,CG7280
0.38624,0.92861,0.82411,0.74704,0.48584,NaN,NaN,0.99397,NaN,NaN,0.3227,0.91571,0.71942,0.70675,NaN,NaN,Prosbeta1
NaN,NaN,NaN,NaN,1.0123,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,yrt
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG34242-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Nup75
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,spz
NaN,NaN,NaN,NaN,0.35179,NaN,NaN,NaN,NaN,NaN,NaN,1.102,NaN,NaN,NaN,NaN,laccase2
NaN,1.3145,NaN,NaN,NaN,NaN,NaN,1.0231,NaN,NaN,1.5848,NaN,NaN,NaN,0.80304,0.87145,CG17508-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG8245-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,vlc
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Hsepi
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.51651,NaN,CG3270-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,l(2)01289
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.91572,0.82569,NaN,0.96458,Eb1
NaN,NaN,NaN,0.64119,0.59938,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,koi
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG1383
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cn
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.20287,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG8726-RB
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Asap1
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.81025,NaN,NaN,NaN,NaN,NaN,Mal-A6
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,0.36437,NaN,NaN,NaN,NaN,NaN,0.44004,NaN,NaN,0.22657,NaN,NaN,NaN,0.19946,0.72298,CG8586-RA
0.24259,0.23091,0.48736,0.43563,0.383,NaN,NaN,NaN,NaN,NaN,0.21866,0.24294,0.24368,0.65424,NaN,0.29072,sec31
NaN,NaN,NaN,NaN,0.29684,4.3261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG8243-RA
0.2467,0.51213,NaN,0.34152,0.19547,NaN,NaN,0.36087,NaN,NaN,0.53537,0.18298,NaN,NaN,NaN,NaN,
0.28241,0.22146,NaN,NaN,0.63972,0.46681,0.89296,NaN,NaN,NaN,0.3166,0.23204,NaN,1.5116,NaN,NaN,Ance-4
0.30053,NaN,0.23843,0.21869,0.25388,0.43923,NaN,0.18326,0.50153,NaN,0.15642,0.18117,NaN,NaN,NaN,0.28998,Pmm45A
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Su(var)2-10
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33077,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.33786,Hydr1
0.89484,0.63154,NaN,0.79032,NaN,NaN,0.5788,0.77556,NaN,NaN,0.58941,NaN,NaN,0.62753,0.7932,NaN,alc
0.39209,0.20579,0.42497,0.49349,0.23826,NaN,0.63629,0.42424,NaN,NaN,2.0107,0.12421,NaN,0.3664,0.44197,1.2702,Rme-8
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
0.2541,0.23694,0.16162,0.27138,0.35755,NaN,0.28096,NaN,NaN,NaN,0.22636,0.2672,NaN,NaN,NaN,NaN,Pkn
NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.98543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,GstT2
1.0325,1.2361,1.4866,0.64044,0.85013,0.6723,0.81622,0.726,NaN,NaN,0.37774,0.43303,0.50825,0.57534,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Ccs
NaN,NaN,NaN,NaN,0.48449,NaN,0.26658,NaN,NaN,NaN,NaN,0.87441,NaN,NaN,NaN,NaN,CAP
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG12895
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,nclb
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG18004-RB;CG18004-RA
NaN,NaN,NaN,NaN,0.44115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,0.30236,NaN,0.8509,0.27358,NaN,0.9928,NaN,NaN,NaN,0.33032,0.26594,NaN,NaN,NaN,NaN,
0.62016,0.71778,0.81572,0.79986,NaN,0.77208,0.79199,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,rho-7
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Mppe
0.43795,0.44639,0.50722,0.57807,0.28728,0.28419,0.47889,0.75494,NaN,NaN,0.21605,0.98615,NaN,NaN,NaN,NaN,Prp8
0.13069,0.28917,0.55336,NaN,0.17669,0.15265,NaN,NaN,NaN,NaN,0.21335,0.19981,NaN,NaN,NaN,NaN,RpS11
0.94889,0.7747,NaN,NaN,1.7603,NaN,NaN,NaN,NaN,NaN,0.24808,0.1768,NaN,NaN,NaN,NaN,garz
NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7924,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Cpr49Ag
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Dyb
NaN,NaN,NaN,NaN,1.2037,1.5307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG8545-RA
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,1.9905,NaN,NaN,1.1953,NaN,1.586,NaN,2.3516,NaN,NaN,1.4997,NaN,2.0271,NaN,NaN,CG4646
0.23091,0.32706,0.3718,0.77736,0.33631,0.25546,0.40919,0.36472,NaN,NaN,0.38776,0.20502,0.47163,0.49506,0.46767,NaN,CG4679
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG10799-RA
0.47888,NaN,NaN,NaN,NaN,NaN,NaN,0.73118,NaN,NaN,NaN,NaN,0.54992,2.3382,NaN,0.54142,mip120
1.3095,2.3568,NaN,NaN,2.7172,0.60229,2.0664,NaN,NaN,NaN,4.4934,0.52878,NaN,NaN,NaN,NaN,mRpL53
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Prosap
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,cg
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,BcDNA.GH03482;CG10249-RD
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Khc-73
0.40163,0.70829,NaN,0.2661,NaN,0.2515,NaN,NaN,NaN,NaN,NaN,0.21145,NaN,NaN,NaN,NaN,eIF2B-gamma
NaN,0.58372,NaN,NaN,0.74372,0.37341,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,CG8192-RA
NaN,1.4961,2.0699,NaN,1.0743,0.73616,NaN,NaN,NaN,NaN,1.1598,NaN,NaN,NaN,NaN,NaN,
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,Jhedup
NaN,NaN,NaN,0.6022,NaN,NaN,NaN,0.49536,NaN,NaN,NaN,0.85104,NaN,NaN,NaN,NaN,
0.12133,0.14979,0.27995,0.1478,0.32819,0.21874,NaN,0.36078,NaN,NaN,0.19224,0.15908,NaN,0.25614,0.2279,0.24124,clu
